Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	tree_length
0	-4466.041	-5472.259	1006.218	1.479915	0.4573795	7.318979
6	-4470.219	-5478.05	1007.831	1.562866	0.4066083	6.45452
12	-4457.524	-5465.084	1007.56	1.577451	0.4217142	6.57831
18	-4450.969	-5459.342	1008.372	1.62577	0.4859306	6.049103
24	-4452.606	-5461.091	1008.485	1.657589	0.4859306	5.970533
30	-4438.349	-5447.189	1008.84	1.653284	0.5601462	5.713583
36	-4445.395	-5454.536	1009.141	1.732576	0.5488833	5.514327
42	-4442.964	-5451.739	1008.776	1.64733	0.5488833	5.761446
48	-4437.639	-5447.041	1009.402	1.694616	0.4758991	5.457056
54	-4428.872	-5437.948	1009.075	1.75421	0.6235744	5.477621
60	-4437.098	-5445.782	1008.685	1.733974	0.5064314	5.800809
66	-4457.573	-5466.092	1008.519	1.740736	0.7972131	5.667594
72	-4437.485	-5446.037	1008.552	1.722774	0.6330074	5.774903
78	-4454.554	-5462.643	1008.089	1.646065	0.5798373	6.111392
84	-4463.018	-5470.231	1007.213	1.636201	0.5279355	6.635334
90	-4436.598	-5444.506	1007.908	1.694955	0.5357079	6.219911
96	-4436.019	-5444.183	1008.164	1.659021	0.5655142	6.075145
102	-4447.514	-5454.345	1006.831	1.608197	0.5655142	6.825333
108	-4452.343	-5460.268	1007.925	1.60765	0.4073614	6.378643
114	-4429.444	-5436.504	1007.06	1.576812	0.5856371	6.702619
120	-4440.582	-5447.116	1006.534	1.479238	0.4479991	7.158677
126	-4431.464	-5436.767	1005.303	1.408077	0.4479991	7.856149
132	-4442.866	-5448.795	1005.929	1.471726	0.5371296	7.407244
138	-4445.506	-5451.962	1006.456	1.552468	0.3993772	7.209581
144	-4437.436	-5445.277	1007.841	1.578316	0.5020605	6.349032
150	-4448.55	-5456.894	1008.344	1.595814	0.438627	6.125798
156	-4446.753	-5456.475	1009.722	1.622411	0.4264169	5.368937
162	-4429.478	-5436.087	1006.609	1.513137	0.4246749	7.12292
168	-4440.281	-5446.402	1006.121	1.517672	0.4687996	7.340186
174	-4464.082	-5471.468	1007.387	1.497228	0.343342	6.799467
180	-4466.223	-5474.976	1008.753	1.585588	0.3453322	6.008131
186	-4457.452	-5464.399	1006.947	1.550381	0.3627737	6.985793
192	-4453.521	-5459.09	1005.569	1.447473	0.3627737	7.78047
198	-4464.541	-5471.194	1006.653	1.498017	0.4195032	7.112771
204	-4467.823	-5477.117	1009.294	1.744798	0.4685473	5.495695
210	-4470.344	-5478.943	1008.599	1.566441	0.3865099	6.056642
216	-4492.155	-5498.698	1006.542	1.598431	0.4971011	7.044543
222	-4467.116	-5475.139	1008.023	1.583558	0.5058788	6.244404
228	-4480.479	-5486.312	1005.833	1.498696	0.4556717	7.517252
234	-4480.788	-5487.3	1006.513	1.544268	0.4751463	7.109624
240	-4476.231	-5482.23	1005.999	1.483616	0.4193436	7.471391
246	-4458.895	-5465.726	1006.83	1.516342	0.4473309	6.979866
252	-4457.215	-5464.331	1007.116	1.521953	0.5044097	6.769898
258	-4477.328	-5485.372	1008.044	1.564204	0.3707385	6.376864
264	-4466.886	-5475.459	1008.573	1.586078	0.4186501	6.026348
270	-4472.752	-5481.694	1008.943	1.636557	0.4559848	5.759743
276	-4457.822	-5465.441	1007.62	1.562874	0.4271209	6.5484
282	-4455.5	-5463.695	1008.194	1.636321	0.4736165	6.15168
288	-4470.456	-5478.458	1008.002	1.574512	0.5056518	6.260902
294	-4457.707	-5464.541	1006.833	1.585513	0.5094216	6.883907
300	-4450.287	-5457.153	1006.866	1.570901	0.4900232	6.89147
306	-4435.169	-5443.262	1008.093	1.575713	0.5129253	6.204104
312	-4456.225	-5464.63	1008.406	1.63977	0.4945232	6.015447
318	-4466.097	-5474.742	1008.645	1.606889	0.3811641	6.015447
324	-4456.041	-5464.748	1008.707	1.606889	0.4366673	5.923865
330	-4458.281	-5465.992	1007.711	1.555812	0.4470419	6.483218
336	-4457.54	-5465.196	1007.656	1.516424	0.4854766	6.498122
342	-4488.004	-5496.056	1008.053	1.633668	0.4381308	6.264177
348	-4477.281	-5486.151	1008.87	1.661391	0.4357763	5.805864
354	-4459.348	-5468.878	1009.53	1.743637	0.463786	5.370713
360	-4455.219	-5464.513	1009.294	1.743637	0.463786	5.50071
366	-4452.917	-5461.901	1008.985	1.76889	0.627522	5.51627
372	-4468.733	-5477.901	1009.168	1.719329	0.5377445	5.51627
378	-4451.021	-5459.342	1008.321	1.667002	0.4630729	6.075877
384	-4461.888	-5469.251	1007.362	1.594263	0.4630729	6.635696
390	-4461.071	-5467.717	1006.645	1.582266	0.6047083	6.908143
396	-4455.949	-5463.802	1007.853	1.582266	0.4320422	6.406741
402	-4455.056	-5463.121	1008.064	1.700386	0.43021	6.22956
408	-4458.58	-5466.941	1008.361	1.700675	0.595694	5.920646
414	-4459.302	-5468.727	1009.425	1.644064	0.4444052	5.502287
420	-4452.221	-5461.411	1009.191	1.650536	0.5066963	5.56904
426	-4443.051	-5451.461	1008.41	1.731395	0.5274183	5.933869
432	-4467.783	-5477.089	1009.306	1.751199	0.5698028	5.395684
438	-4466.96	-5476.032	1009.072	1.751199	0.4385087	5.643325
444	-4460.31	-5468.732	1008.423	1.697122	0.5053275	5.965228
450	-4463.671	-5472.195	1008.524	1.662839	0.505014	5.928937
456	-4472.392	-5481.011	1008.619	1.662839	0.505014	5.876849
462	-4477.351	-5477.416	1000.065	1.349498	0.4261837	10.67778
468	-4460.979	-5463.987	1003.008	1.320566	0.3504335	9.222052
474	-4459.12	-5466.425	1007.305	1.580284	0.4453931	6.691065
480	-4449.274	-5451.391	1002.116	1.264968	0.3480878	9.724668
486	-4462.089	-5465.142	1003.054	1.381575	0.4874245	9.029526
492	-4467.298	-5474.063	1006.765	1.523692	0.4132945	7.044614
498	-4460.29	-5468.308	1008.018	1.599768	0.5140847	6.230627
504	-4483.637	-5489.992	1006.355	1.525872	0.4648931	7.213975
510	-4497.405	-5502.99	1005.585	1.524715	0.5292704	7.569954
516	-4480.888	-5487.141	1006.253	1.541923	0.5321747	7.199766
522	-4498.737	-5504.104	1005.367	1.494559	0.6364634	7.617272
528	-4491.145	-5496.259	1005.114	1.446346	0.4926537	7.895799
534	-4488.198	-5493.379	1005.181	1.47226	0.4387675	7.895799
540	-4484.641	-5494.38	1009.739	1.619045	0.3304707	5.467132
546	-4490.914	-5497.614	1006.7	1.536274	0.5255344	6.968526
552	-4467.974	-5471.541	1003.567	1.377475	0.3908581	8.852614
558	-4475.963	-5480.019	1004.056	1.398633	0.4194868	8.552875
564	-4487.83	-5492.501	1004.67	1.33827	0.2676806	8.43215
570	-4493	-5496.387	1003.387	1.407897	0.5824938	8.759604
576	-4468.853	-5473.242	1004.389	1.38236	0.3958757	8.408464
582	-4480.171	-5485.199	1005.028	1.33986	0.2927032	8.208666
588	-4496.677	-5500.814	1004.137	1.292629	0.4092775	8.576451
594	-4485.9	-5488.109	1002.208	1.318322	0.3500917	9.645782
600	-4490.508	-5497.521	1007.013	1.357962	0.3214698	7.101463
606	-4470.006	-5471.852	1001.846	1.331549	0.3972702	9.779738
612	-4482.752	-5487.136	1004.383	1.33233	0.3806048	8.454229
618	-4500.197	-5504.962	1004.765	1.33233	0.2934951	8.351467
624	-4490.78	-5494.872	1004.093	1.233931	0.2632171	8.800083
630	-4493.839	-5498.767	1004.928	1.266197	0.2632171	8.33933
636	-4469.73	-5475.181	1005.451	1.336394	0.2965201	7.980304
642	-4478.203	-5482.758	1004.555	1.292381	0.3787118	8.386125
648	-4483.029	-5486.134	1003.104	1.290808	0.3797508	9.155059
654	-4472.113	-5476.583	1004.47	1.329696	0.3802813	8.409666
660	-4474.511	-5480.274	1005.763	1.352461	0.3802813	7.708579
666	-4499.671	-5503.215	1003.544	1.428861	0.4566121	8.773037
672	-4483.724	-5487.974	1004.25	1.409634	0.5466274	8.329018
678	-4474.877	-5479.349	1004.472	1.399569	0.4892992	8.265551
684	-4518.919	-5522.275	1003.356	1.399569	0.5050262	8.84433
690	-4465.14	-5472.419	1007.279	1.512385	0.445168	6.742242
696	-4471.962	-5478.665	1006.703	1.536761	0.4493966	7.035689
702	-4497.195	-5503.726	1006.531	1.53942	0.4861715	7.092418
708	-4471.134	-5476.849	1005.715	1.556384	0.5583668	7.459288
714	-4484.021	-5489.661	1005.64	1.545226	0.5583668	7.505143
720	-4479.448	-5486.11	1006.662	1.504526	0.5083103	7.020874
726	-4491.847	-5498.477	1006.63	1.546744	0.4919728	7.029917
732	-4477.149	-5484.858	1007.709	1.556113	0.5596382	6.383414
738	-4464.191	-5470.286	1006.095	1.493196	0.5596382	7.288144
744	-4464.352	-5468.776	1004.424	1.43489	0.5380257	8.230287
750	-4470.013	-5474.549	1004.535	1.43489	0.4704194	8.230287
756	-4466.891	-5471.584	1004.693	1.478131	0.5169872	8.081813
